id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
c1242d4e,Stefan Ortega,de GER,GK,Manchester City,30-184,1992,1.0,43,47,91.5,727,396,21,21,100.0,20,20,100.0,2,6,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2f9e4435,Dango Ouattara,bf BFA,"MF,FW",Bournemouth,21-087,2002,11.7,171,278,61.5,2656,889,95,129,73.6,55,88,62.5,13,31,41.9,3,2.2,1.4,+0.8,17,18,11,7,17,Matches
38c7feef,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Liverpool,29-267,1993,3.7,75,106,70.8,1253,347,39,45,86.7,24,34,70.6,8,14,57.1,0,0.9,0.2,-0.9,5,8,2,0,14,Matches
d00d45ab,David Ozoh,,FW,Crystal Palace,17-343,2005,0.0,3,3,100.0,24,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
a78ff07f,João Palhinha,pt POR,MF,Fulham,27-304,1995,31.7,963,1169,82.4,16656,4072,484,553,87.5,361,420,86.0,98,143,68.5,0,0.4,0.4,-0.4,7,112,3,0,100,Matches
dc7f8a28,Cole Palmer,eng ENG,"FW,MF",Manchester City,21-003,2002,1.7,76,87,87.4,1228,166,39,41,95.1,31,34,91.2,4,8,50.0,0,0.2,0.3,-0.2,3,3,5,1,8,Matches
e0bc6fdc,Emerson Palmieri,it ITA,"DF,FW",West Ham,28-279,1994,12.4,458,585,78.3,6374,2278,290,316,91.8,125,160,78.1,25,55,45.5,0,0.8,0.7,-0.8,11,29,9,3,39,Matches
9b6f7fd5,Lucas Paquetá,br BRA,MF,West Ham,25-255,1997,22.1,804,1035,77.7,12458,3900,424,502,84.5,286,351,81.5,59,93,63.4,2,1.8,1.9,+0.2,27,84,26,3,127,Matches
529f49ab,Thomas Partey,gh GHA,MF,Arsenal,29-330,1993,25.2,1547,1782,86.8,27246,8391,703,771,91.2,646,727,88.9,166,225,73.8,0,1.3,2.2,-1.3,24,213,20,2,205,Matches
230f0471,Nathan Patterson,sct SCO,"DF,MF",Everton,21-205,2001,12.9,446,592,75.3,6622,2406,258,285,90.5,158,211,74.9,20,61,32.8,0,0.4,0.6,-0.4,6,20,8,3,22,Matches
a6b461e7,Ben Pearson,eng ENG,MF,Bournemouth,28-125,1995,3.2,108,134,80.6,1814,501,50,58,86.2,45,55,81.8,8,15,53.3,0,0.0,0.0,0.0,0,8,0,0,5,Matches
ac7e7b1c,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21-140,2001,0.6,12,13,92.3,150,6,6,7,85.7,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
6639e500,Andreas Pereira,br BRA,MF,Fulham,27-128,1996,29.9,701,1068,65.6,13078,4235,336,419,80.2,229,315,72.7,116,251,46.2,6,5.2,4.1,+0.8,60,86,22,9,121,Matches
75a72a99,Ricardo Pereira,pt POR,"DF,MF",Leicester City,29-215,1993,4.3,228,285,80.0,3692,1328,114,130,87.7,100,117,85.5,10,20,50.0,1,0.5,0.6,+0.5,6,24,9,3,25,Matches
819aa8e7,Ayoze Pérez,es ESP,"MF,FW",Leicester City,29-284,1993,4.2,118,171,69.0,1698,468,75,89,84.3,28,43,65.1,9,18,50.0,1,1.5,0.6,-0.5,11,13,6,0,20,Matches
6fe90922,Ivan Perišić,hr CRO,"DF,MF",Tottenham,34-096,1989,23.3,702,1101,63.8,12380,3555,353,438,80.6,244,381,64.0,90,205,43.9,8,6.1,5.2,+1.9,47,29,35,23,59,Matches
6dfd8f05,Romain Perraud,fr FRA,DF,Southampton,25-229,1997,20.4,623,885,70.4,8776,3419,377,443,85.1,200,270,74.1,26,91,28.6,2,1.9,1.9,+0.1,15,47,15,8,62,Matches
53552942,Máximo Perrone,ar ARG,MF,Manchester City,20-122,2003,0.2,18,21,85.7,228,32,11,12,91.7,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches
4f565d77,Kalvin Phillips,eng ENG,MF,Manchester City,27-158,1995,1.2,123,135,91.1,2261,380,46,52,88.5,62,63,98.4,13,17,76.5,0,0.0,0.0,0.0,1,15,0,0,7,Matches
515ebe8d,Nathaniel Phillips,eng ENG,DF,Liverpool,26-049,1997,0.7,71,82,86.6,1364,602,32,34,94.1,27,29,93.1,9,14,64.3,0,0.0,0.0,0.0,0,7,0,0,9,Matches
4806ec67,Jordan Pickford,eng ENG,GK,Everton,29-063,1994,34.0,686,1212,56.6,22985,17954,142,143,99.3,224,229,97.8,313,826,37.9,1,0.1,0.4,+0.9,2,50,1,0,1,Matches
e541326e,Ethan Pinnock,jm JAM,DF,Brentford,29-345,1993,27.0,803,1024,78.4,14817,5115,297,351,84.6,414,487,85.0,77,149,51.7,0,1.0,1.1,-1.0,8,40,2,2,45,Matches
7fcc71d8,Daniel Podence,pt POR,"FW,MF",Wolves,27-200,1995,18.6,427,636,67.1,7041,2171,218,286,76.2,135,202,66.8,48,86,55.8,0,2.4,2.0,-2.4,34,32,37,7,89,Matches
4b40d9ca,Nick Pope,eng ENG,GK,Newcastle Utd,31-020,1992,33.2,575,836,68.8,15914,10872,116,117,99.1,257,264,97.3,197,449,43.9,0,0.1,0.0,-0.1,2,11,0,0,1,Matches
27d0a506,Pedro Porro,es ESP,"DF,MF",Tottenham,23-238,1999,10.5,380,526,72.2,6134,2051,194,217,89.4,141,189,74.6,33,77,42.9,2,2.0,1.8,0.0,20,20,18,12,30,Matches
86695068,Dennis Praet,be BEL,"MF,FW",Leicester City,28-360,1994,7.2,200,270,74.1,2897,680,117,138,84.8,62,77,80.5,13,27,48.1,0,0.5,0.4,-0.5,3,10,5,1,17,Matches
b9403c99,Isaac Price,nir NIR,MF,Everton,19-225,2003,0.4,12,14,85.7,203,44,6,7,85.7,5,6,83.3,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,1,Matches
1bf33a9a,Christian Pulisic,us USA,"FW,DF",Chelsea,24-233,1998,8.7,228,289,78.9,3079,536,149,171,87.1,62,79,78.5,9,17,52.9,1,0.7,0.4,+0.3,12,12,3,1,22,Matches
466fb2c5,Aaron Ramsdale,eng ENG,GK,Arsenal,24-360,1998,35.0,693,1014,68.3,17507,12006,172,178,96.6,344,351,98.0,176,480,36.7,0,0.0,0.0,0.0,0,27,2,0,8,Matches
1544f145,Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,21-346,2001,26.3,677,822,82.4,9590,2500,411,464,88.6,201,244,82.4,34,44,77.3,5,3.7,2.1,+1.3,38,63,25,2,94,Matches
a1d5bd30,Marcus Rashford,eng ENG,FW,Manchester Utd,25-190,1997,30.5,585,770,76.0,8268,1992,384,453,84.8,132,172,76.7,39,62,62.9,5,3.1,2.6,+1.9,28,35,47,2,77,Matches
98ea5115,David Raya,es ESP,GK,Brentford,27-236,1995,35.0,964,1493,64.6,32158,24882,122,126,96.8,416,424,98.1,425,937,45.4,0,0.1,0.2,-0.1,2,72,3,0,13,Matches
28b40c9c,Tim Ream,us USA,DF,Fulham,35-216,1987,32.2,1662,1922,86.5,35620,12543,420,472,89.0,961,1035,92.9,267,379,70.4,0,0.1,0.3,-0.1,3,148,0,0,142,Matches
ab651565,Nathan Redmond,eng ENG,DF,Southampton,29-064,1994,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
803ae100,Harrison Reed,eng ENG,MF,Fulham,28-102,1995,29.6,908,1176,77.2,14281,3516,476,562,84.7,324,383,84.6,72,125,57.6,3,2.7,1.7,+0.3,31,77,28,11,97,Matches
0f7533cd,Bobby Reid,jm JAM,"FW,DF",Fulham,30-096,1993,27.1,629,895,70.3,9526,3034,337,410,82.2,223,314,71.0,34,81,42.0,1,1.7,1.5,-0.7,18,36,37,10,60,Matches
1c7012b8,Declan Rice,eng ENG,MF,West Ham,24-115,1999,34.0,1676,1949,86.0,30635,8617,777,868,89.5,655,704,93.0,210,305,68.9,1,3.2,1.8,-2.2,36,212,11,3,215,Matches
0a3d6d2b,Chris Richards,us USA,DF,Crystal Palace,23-042,2000,5.0,169,203,83.3,3129,991,66,79,83.5,84,96,87.5,19,27,70.4,0,0.3,0.0,-0.3,1,15,0,0,14,Matches
fa031b34,Richarlison,br BRA,"MF,FW",Tottenham,25-364,1997,10.2,184,259,71.0,2767,691,100,131,76.3,57,78,73.1,13,18,72.2,3,2.2,1.5,+0.8,15,16,10,3,28,Matches
7a1f2c08,Jaïro Riedewald,nl NED,"DF,FW",Crystal Palace,26-242,1996,0.5,26,35,74.3,351,74,17,18,94.4,9,13,69.2,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
71ef519e,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33-241,1989,0.4,24,31,77.4,342,88,16,16,100.0,4,6,66.7,3,4,75.0,0,0.1,0.0,-0.1,1,0,0,0,1,Matches
2e4f5f03,Andrew Robertson,sct SCO,DF,Liverpool,29-059,1994,26.9,1678,2115,79.3,28303,8736,798,881,90.6,732,877,83.5,124,261,47.5,8,6.0,6.4,+2.0,50,107,33,14,148,Matches
289601e6,Antonee Robinson,us USA,DF,Fulham,25-274,1997,31.3,1266,1733,73.1,21864,8713,569,658,86.5,552,718,76.9,121,270,44.8,1,1.2,1.6,-0.2,20,95,36,23,111,Matches
cda0b317,Joel Robles,es ESP,GK,Leeds United,32-326,1990,1.0,23,39,59.0,651,466,3,3,100.0,11,12,91.7,9,24,37.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
da27e268,Marc Roca,es ESP,MF,Leeds United,26-164,1996,25.7,972,1283,75.8,16439,6484,494,571,86.5,355,446,79.6,93,197,47.2,2,2.7,2.4,-0.7,32,154,16,2,168,Matches
17acc2ed,Marek Rodák,sk SVK,GK,Fulham,26-147,1996,2.0,29,61,47.5,1170,1037,3,3,100.0,8,9,88.9,17,48,35.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
6434f10d,Rodri,es ESP,MF,Manchester City,26-321,1996,30.2,2563,2812,91.1,47170,11269,1039,1119,92.9,1195,1280,93.4,290,339,85.5,6,4.1,3.5,+1.9,32,256,31,3,253,Matches
1fb1c435,Rodrigo,es ESP,"FW,MF",Leeds United,32-064,1991,18.5,349,496,70.4,5063,945,198,250,79.2,96,141,68.1,29,50,58.0,1,1.5,0.9,-0.5,14,22,14,2,42,Matches
57c94db2,Mads Roerslev,dk DEN,DF,Brentford,23-319,1999,12.2,186,291,63.9,2839,1049,107,137,78.1,60,82,73.2,13,42,31.0,0,1.0,0.7,-1.0,7,14,6,4,19,Matches
a3d94a58,Cristian Romero,ar ARG,DF,Tottenham,25-012,1998,25.3,1342,1533,87.5,24177,8663,543,599,90.7,655,701,93.4,116,168,69.0,1,1.2,1.0,-0.2,8,85,8,0,92,Matches
4b511457,Oriol Romeu,es ESP,MF,Southampton,31-227,1991,0.8,28,30,93.3,453,79,10,11,90.9,15,16,93.8,2,2,100.0,0,0.0,0.2,0.0,0,0,2,0,4,Matches
dea698d9,Cristiano Ronaldo,pt POR,FW,Manchester Utd,38-093,1985,5.8,121,162,74.7,1412,258,85,97,87.6,27,39,69.2,1,5,20.0,0,0.4,0.2,-0.4,6,7,1,0,12,Matches
1b804500,Connor Ronan,ie IRL,MF,Wolves,25-064,1998,0.0,3,4,75.0,37,18,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,0,Matches
b318a643,Salomón Rondón,ve VEN,FW,Everton,33-235,1989,1.2,22,29,75.9,203,35,15,21,71.4,3,3,100.0,0,0,,0,0.2,0.1,-0.2,2,2,1,0,1,Matches
10a10454,Joe Rothwell,eng ENG,MF,Bournemouth,28-118,1995,10.4,357,426,83.8,6015,1566,169,185,91.4,140,150,93.3,33,65,50.8,1,1.0,1.5,0.0,8,32,11,1,31,Matches
c64c01fc,Georginio Rutter,fr FRA,"FW,MF",Leeds United,21-019,2002,2.7,25,52,48.1,352,86,15,25,60.0,7,14,50.0,2,2,100.0,0,0.2,0.2,-0.2,3,1,1,0,5,Matches
903b6e8b,José Sá,pt POR,GK,Wolves,30-112,1993,35.0,821,1177,69.8,20247,13448,196,199,98.5,441,454,97.1,182,515,35.3,0,0.0,0.0,0.0,0,10,0,0,0,Matches
e280527c,Marcel Sabitzer,at AUT,MF,Manchester Utd,29-053,1994,7.0,237,307,77.2,3577,1123,129,157,82.2,80,97,82.5,15,22,68.2,1,0.9,1.3,+0.1,10,30,7,1,38,Matches
2b16cb1a,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,26-058,1997,11.2,279,401,69.6,4536,1359,146,185,78.9,97,142,68.3,26,36,72.2,5,3.8,2.5,+1.2,25,20,32,4,59,Matches
bc7dc64d,Bukayo Saka,eng ENG,FW,Arsenal,21-246,2001,32.7,976,1321,73.9,14279,3418,599,695,86.2,274,353,77.6,65,148,43.9,11,8.1,5.6,+2.9,71,47,62,12,100,Matches
e342ad68,Mohamed Salah,eg EGY,FW,Liverpool,30-328,1992,33.6,822,1073,76.6,11405,3099,491,592,82.9,249,314,79.3,38,61,62.3,7,6.2,6.0,+0.8,58,49,70,6,136,Matches
972aeb2a,William Saliba,fr FRA,DF,Arsenal,22-046,2001,26.8,1698,1865,91.0,29692,11617,715,767,93.2,844,905,93.3,108,144,75.0,1,1.2,0.3,-0.2,6,111,3,0,99,Matches
0b33f6ad,Mohammed Salisu,gh GHA,DF,Southampton,24-022,1999,21.9,879,1196,73.5,16118,7370,360,412,87.4,426,538,79.2,86,209,41.1,1,0.6,0.5,+0.4,7,80,7,4,82,Matches
1b4f1169,Albert Sambi Lokonga,be BEL,MF,Arsenal,23-199,1999,2.2,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,0,0.0,0.1,0.0,1,17,1,0,12,Matches
1b4f1169,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,23-199,1999,6.0,228,264,86.4,3763,1080,112,124,90.3,96,101,95.0,17,28,60.7,0,0.0,0.1,0.0,1,23,0,0,20,Matches
da7b447d,Davinson Sánchez,co COL,DF,Tottenham,26-331,1996,7.5,404,463,87.3,7137,2088,154,163,94.5,225,242,93.0,20,42,47.6,0,0.1,0.2,-0.1,1,33,1,1,30,Matches
6a713852,Robert Sánchez,es ESP,GK,Brighton,25-172,1997,23.0,604,781,77.3,13655,8845,203,204,99.5,283,292,96.9,111,270,41.1,0,0.0,0.0,0.0,0,11,0,0,0,Matches
dbf053da,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23-045,2000,15.1,519,622,83.4,6237,1371,364,406,89.7,106,127,83.5,12,22,54.5,2,2.5,2.4,-0.5,31,19,31,1,62,Matches
6e7f1353,Morgan Sanson,fr FRA,MF,Aston Villa,28-264,1994,0.1,5,7,71.4,55,12,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
9744ff80,Pablo Sarabia,es ESP,"FW,MF",Wolves,30-363,1992,7.7,234,338,69.2,3568,1162,142,162,87.7,60,83,72.3,22,59,37.3,0,0.8,0.8,-0.8,11,24,13,4,36,Matches
ac0d576d,Jeremy Sarmiento,ec ECU,MF,Brighton,20-327,2002,2.0,53,67,79.1,694,191,32,38,84.2,16,19,84.2,1,2,50.0,1,0.2,0.3,+0.8,2,4,5,1,11,Matches
8790f988,Gianluca Scamacca,it ITA,FW,West Ham,24-128,1999,10.3,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,81.0,0,0.7,0.5,-0.7,13,14,5,1,17,Matches
2964fd20,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,29-124,1994,2.0,51,78,65.4,1112,454,16,19,84.2,26,31,83.9,8,18,44.4,0,0.0,0.0,0.0,1,10,0,0,12,Matches
52afb588,Kevin Schade,de GER,FW,Brentford,21-163,2001,6.1,72,125,57.6,852,193,39,61,63.9,22,37,59.5,0,3,0.0,1,0.7,0.3,+0.3,6,5,3,0,12,Matches
c8aa95da,Fabian Schär,ch SUI,DF,Newcastle Utd,31-140,1991,31.6,1240,1619,76.6,25638,10240,423,494,85.6,629,732,85.9,180,352,51.1,3,3.2,1.9,-0.2,17,120,18,2,125,Matches
3312f911,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,30-137,1992,28.1,665,900,73.9,10562,2798,338,418,80.9,254,312,81.4,52,104,50.0,1,1.4,1.0,-0.4,18,59,11,0,98,Matches
d04b94db,Nélson Semedo,pt POR,DF,Wolves,29-174,1993,26.2,1087,1352,80.4,16378,5537,624,689,90.6,392,479,81.8,53,112,47.3,1,0.7,0.9,+0.3,11,92,15,5,98,Matches
efd2ec23,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,23-122,2000,2.9,38,57,66.7,543,153,24,33,72.7,11,13,84.6,2,4,50.0,0,0.1,0.0,-0.1,2,5,0,0,5,Matches
35141f4c,Marcos Senesi,ar ARG,DF,Bournemouth,25-364,1997,25.7,926,1165,79.5,18815,8247,300,337,89.0,489,557,87.8,122,219,55.7,0,0.5,0.4,-0.5,5,73,4,1,55,Matches
6aa3e78b,Ryan Sessegnon,eng ENG,DF,Tottenham,22-356,2000,9.0,280,390,71.8,4093,1075,178,213,83.6,81,120,67.5,16,29,55.2,0,1.1,1.1,-1.1,6,16,11,3,22,Matches
9c94165b,Luke Shaw,eng ENG,DF,Manchester Utd,27-301,1995,25.9,1599,1922,83.2,25188,9532,885,968,91.4,577,664,86.9,104,190,54.7,2,3.2,2.6,-1.2,31,156,28,14,122,Matches
3727dd3c,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,31-071,1992,0.4,19,26,73.1,442,176,5,6,83.3,8,10,80.0,4,8,50.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches
3727dd3c,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,31-071,1992,6.0,221,302,73.2,4761,1861,73,86,84.9,98,112,87.5,47,98,48.0,0,0.3,0.8,-0.3,6,37,8,2,34,Matches
3eb22ec9,Bernardo Silva,pt POR,"MF,FW",Manchester City,28-272,1994,23.4,1233,1454,84.8,19641,3372,668,721,92.6,433,500,86.6,90,145,62.1,5,3.1,3.9,+1.9,29,70,33,9,125,Matches
86e7deaf,Thiago Silva,br BRA,DF,Chelsea,38-229,1984,23.1,1655,1827,90.6,31449,12419,601,637,94.3,879,916,96.0,163,244,66.8,2,0.4,0.9,+1.6,4,103,12,0,93,Matches
26d3b5be,Ellis Simms,eng ENG,FW,Everton,22-124,2001,2.5,37,61,60.7,497,105,19,30,63.3,9,17,52.9,3,3,100.0,0,0.1,0.4,-0.1,2,3,1,0,4,Matches
8e16dd48,Luis Sinisterra,co COL,FW,Leeds United,23-326,1999,9.6,273,339,80.5,3710,993,161,188,85.6,72,84,85.7,14,19,73.7,0,0.4,0.9,-0.4,9,18,17,2,39,Matches
6250083a,Oliver Skipp,eng ENG,MF,Tottenham,22-235,2000,13.9,556,651,85.4,9070,2263,272,297,91.6,226,249,90.8,39,56,69.6,0,0.6,0.4,-0.6,9,41,7,1,51,Matches
20b104bc,Adam Smith,eng ENG,DF,Bournemouth,32-010,1991,30.7,891,1185,75.2,15253,6510,419,477,87.8,374,473,79.1,83,184,45.1,1,0.9,1.4,+0.1,12,66,24,15,80,Matches
17695062,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,22-285,2000,1.6,63,73,86.3,889,212,36,39,92.3,23,27,85.2,3,4,75.0,1,0.6,0.5,+0.4,5,3,3,0,5,Matches
839c14e1,Cédric Soares,pt POR,DF,Arsenal,31-251,1991,0.3,19,24,79.2,257,54,10,10,100.0,8,10,80.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,3,Matches
839c14e1,Cédric Soares,pt POR,DF,Fulham,31-251,1991,2.2,143,186,76.9,2394,686,72,78,92.3,57,68,83.8,13,31,41.9,0,0.3,0.2,-0.3,2,13,4,3,12,Matches
e77dc3b2,Dominic Solanke,eng ENG,FW,Bournemouth,25-237,1997,28.8,318,473,67.2,4125,940,197,261,75.5,90,119,75.6,13,19,68.4,7,3.9,2.3,+3.1,21,20,13,1,41,Matches
886f9aac,Manor Solomon,il ISR,FW,Fulham,23-289,1999,5.8,160,189,84.7,2279,520,94,106,88.7,54,59,91.5,6,10,60.0,0,0.3,0.6,-0.3,5,5,8,1,24,Matches
6613c819,Tomáš Souček,cz CZE,MF,West Ham,28-071,1995,29.6,646,910,71.0,10649,3221,324,431,75.2,233,311,74.9,62,99,62.6,3,1.9,1.0,+1.1,15,64,11,6,86,Matches
ae59b359,Boubakary Soumaré,fr FRA,MF,Leicester City,24-071,1999,15.1,678,790,85.8,10284,2692,366,401,91.3,255,290,87.9,32,48,66.7,0,0.3,0.4,-0.3,9,64,5,1,67,Matches
0a6cb1b1,Harry Souttar,au AUS,DF,Leicester City,24-199,1998,10.0,436,535,81.5,8176,3141,142,157,90.4,258,293,88.1,32,70,45.7,1,0.2,0.1,+0.8,3,36,1,0,28,Matches
21166ff4,Çağlar Söyüncü,tr TUR,DF,Leicester City,26-351,1996,5.9,241,309,78.0,4320,1537,104,115,90.4,112,136,82.4,22,48,45.8,0,0.1,0.0,-0.1,1,9,0,0,12,Matches
9bc9a519,Djed Spence,eng ENG,"FW,DF",Tottenham,22-273,2000,0.1,5,9,55.6,60,4,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
558807c0,Jack Stacey,eng ENG,DF,Bournemouth,27-033,1996,3.3,74,130,56.9,1088,392,42,53,79.2,27,50,54.0,3,12,25.0,0,0.0,0.0,0.0,0,6,1,1,2,Matches
6992791d,Junior Stanislas,eng ENG,MF,Bournemouth,33-164,1989,0.7,22,28,78.6,329,71,12,14,85.7,9,11,81.8,0,1,0.0,0,0.1,0.2,-0.1,2,3,0,0,4,Matches
b2626673,Jay Stansfield,eng ENG,FW,Fulham,20-166,2002,1.0,9,23,39.1,82,32,7,8,87.5,1,7,14.3,0,3,0.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
28300a16,Jason Steele,eng ENG,GK,Brighton,32-264,1990,10.0,298,332,89.8,5900,4331,119,119,100.0,129,131,98.5,47,77,61.0,1,0.1,0.2,+0.9,1,2,0,0,0,Matches
6adbc307,Jack Stephens,eng ENG,DF,Southampton,29-102,1994,0.5,23,28,82.1,398,107,9,10,90.0,13,17,76.5,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
6adbc307,Jack Stephens,eng ENG,DF,Bournemouth,29-102,1994,13.0,446,543,82.1,8713,3133,156,173,90.2,233,263,88.6,53,94,56.4,0,0.2,0.2,-0.2,3,37,3,2,34,Matches
b400bde0,Raheem Sterling,eng ENG,"FW,MF",Chelsea,28-152,1994,18.3,446,602,74.1,5607,1218,277,332,83.4,123,164,75.0,14,28,50.0,3,4.2,3.0,-1.2,30,22,29,8,51,Matches
5eecec3d,John Stones,eng ENG,"DF,MF",Manchester City,28-346,1994,19.2,1355,1459,92.9,22787,6235,659,690,95.5,581,620,93.7,96,119,80.7,2,1.3,1.0,+0.7,7,107,3,0,99,Matches
f4d296e4,Pascal Struijk,nl NED,DF,Leeds United,23-271,1999,22.9,1006,1255,80.2,15213,6492,550,625,88.0,379,458,82.8,49,99,49.5,1,2.3,1.1,-1.3,13,87,12,3,114,Matches
a62f8bf1,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,21-083,2002,9.2,169,235,71.9,2660,565,86,107,80.4,57,69,82.6,15,30,50.0,1,1.2,1.0,-0.2,13,10,9,1,33,Matches
df04eb4b,Crysencio Summerville,nl NED,FW,Leeds United,21-191,2001,15.5,305,406,75.1,3809,1066,206,253,81.4,71,90,78.9,9,24,37.5,2,1.6,1.1,+0.4,16,19,12,2,45,Matches
b017b770,Sam Surridge,eng ENG,FW,Nott'ham Forest,24-285,1998,3.6,38,78,48.7,532,168,23,43,53.5,13,24,54.2,1,3,33.3,0,0.1,0.0,-0.1,1,4,0,0,6,Matches
e9971f2d,Japhet Tanganga,eng ENG,DF,Tottenham,24-039,1999,1.6,82,92,89.1,1323,541,42,46,91.3,34,38,89.5,5,7,71.4,0,0.0,0.0,0.0,0,4,1,1,5,Matches
e514ab62,Matt Targett,eng ENG,DF,Newcastle Utd,27-233,1995,5.9,297,380,78.2,4871,2203,148,167,88.6,127,144,88.2,18,54,33.3,0,0.4,0.7,-0.4,10,19,5,0,42,Matches
15ea812b,James Tarkowski,eng ENG,DF,Everton,30-171,1992,35.0,1236,1527,80.9,24766,9555,418,474,88.2,646,741,87.2,160,285,56.1,1,2.2,1.8,-1.2,14,89,2,0,99,Matches
5c0da4a4,Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,24-048,1999,19.4,510,724,70.4,8048,2431,285,339,84.1,165,225,73.3,40,100,40.0,4,2.9,1.3,+1.1,19,34,16,5,56,Matches
7120a04d,Tetê,br BRA,FW,Leicester City,23-083,2000,7.8,175,245,71.4,2845,618,93,118,78.8,55,74,74.3,18,28,64.3,0,0.4,0.3,-0.4,6,16,4,1,25,Matches
77d7c96f,Kenny Tete,nl NED,DF,Fulham,27-212,1995,25.5,979,1357,72.1,15524,6497,522,609,85.7,366,513,71.3,69,143,48.3,5,1.9,1.8,+3.1,23,65,24,17,89,Matches
fc027d02,Luke Thomas,eng ENG,DF,Leicester City,21-333,2001,9.7,446,560,79.6,7006,2932,246,278,88.5,171,210,81.4,26,46,56.5,0,0.7,0.5,-0.7,5,31,6,2,41,Matches
56f7a928,Youri Tielemans,be BEL,MF,Leicester City,26-002,1997,23.0,1181,1457,81.1,19619,6831,574,650,88.3,464,540,85.9,107,185,57.8,1,4.2,3.1,-3.2,27,151,28,7,171,Matches
fce2302c,Kieran Tierney,sct SCO,DF,Arsenal,25-338,1997,7.4,322,432,74.5,5912,1804,135,154,87.7,151,190,79.5,31,62,50.0,1,0.3,0.4,+0.7,4,32,7,1,31,Matches
a105d46a,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27-263,1995,9.9,234,375,62.4,3662,1798,133,161,82.6,88,142,62.0,10,46,21.7,0,0.8,0.9,-0.8,5,13,7,4,28,Matches
b3af9be1,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-185,1998,7.4,384,474,81.0,6453,2036,173,200,86.5,171,199,85.9,30,56,53.6,1,0.6,0.2,+0.4,4,41,6,2,51,Matches
e7ca0439,James Tomkins,eng ENG,DF,Crystal Palace,34-041,1989,3.8,138,171,80.7,2645,822,47,55,85.5,79,87,90.8,12,27,44.4,0,0.0,0.0,0.0,0,2,0,0,2,Matches
e09f279b,Ivan Toney,eng ENG,FW,Brentford,27-054,1996,32.8,468,787,59.5,5947,2037,299,424,70.5,103,180,57.2,24,53,45.3,4,5.1,3.5,-1.1,27,54,26,5,79,Matches
9a28eba4,Adama Traoré,es ESP,"FW,MF",Wolves,27-104,1996,14.5,290,441,65.8,4287,1059,180,241,74.7,73,113,64.6,23,39,59.0,1,3.5,2.9,-2.5,21,15,19,13,32,Matches
c47541e0,Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,27-245,1995,2.6,59,75,78.7,868,258,36,40,90.0,18,21,85.7,3,5,60.0,0,0.1,0.1,-0.1,1,1,5,3,9,Matches
999ceb5f,Boubacar Traoré,ml MLI,MF,Wolves,21-262,2001,4.3,97,125,77.6,1641,548,44,53,83.0,47,54,87.0,5,10,50.0,1,0.2,0.1,+0.8,1,16,1,0,8,Matches
